ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.798,0.002,4308.2,1.495,WX21D690LCS8
0.669,0.002,4125.5,1.492,WX21D690LD3S
1.023,0.001,4244.7,1.495,WX21D690L0VR
0.79,0.001,4315.7,1.494,WX21D690LHTJ
0.632,0.001,4059.7,1.492,WX21D690LDA3
0.732,0.001,4259,1.496,WX31D79JC09V
0.665,0.001,4110.7,1.488,WX21D690LZ15
0.742,0,4283.5,1.494,WX21D690LRP2
0.619,0,4033.5,1.495,WX21D690LJS6
0.644,-0.003,4082.1,1.495,WX21D690LJRY
0.811,0.003,4368.4,1.496,WX31D79JCDZZ
0.654,0,4063.1,1.494,WX21D690LA5F
0.761,0.001,4302.6,1.49,WX31D79JCCUX
0.709,0.001,4205.7,1.493,WX21D690L533
0.636,0.002,4033,1.495,WX21D690LPND
0.641,0,4080.8,1.495,WX31D79JC59D
0.73,0.001,4244.9,1.496,WX31D79JCV7J
0.604,-0.001,3981,1.493,WX31D79JCKPD
0.756,0,4249.9,1.496,WX31D79JCNRH
1.799,0,4317.9,1.493,WX31D79JC0ZL
0.778,0.002,4306.4,1.494,WX31D79JCS50
0.684,0.002,4157.5,1.493,WX31D79JC5AP
0.601,0,4008.1,1.492,WX31D79JCKPF
0.699,0,4178.3,1.491,WX31D79JCA4P
0.673,0,4151.1,1.496,WX31D79JCH3S
0.687,0,4137.8,1.492,WX31D79JC0S9
0.654,0,4063.7,1.496,WX21D690LHK9
0.654,0,4110.4,1.494,WX31D79JCX60
1.335,0,4250.1,1.493,WX31D79JCVZF
0.744,0.001,4252.8,1.493,WX31D79JCPN0
0.637,0.002,4063,1.494,WX31D79JCS1C
0.673,0.001,4143.6,1.494,WX31D79JCTFV
0.768,0,4284,1.496,WX31D79JCYJT
0.694,0,4176,1.493,WX31D79JC7R3
0.766,0.001,4206.2,1.493,WX31D79JCFC7
0.71,0.003,4186.6,1.49,WX31D79JCEE4
0.677,0.001,4105.5,1.489,WX31D79JCDVN
0.82,0.002,4368.7,1.494,WX31D79JC0XN
0.705,0.002,4181.2,1.496,WX31D79JC0JP
0.74,0.002,4269.5,1.495,WX31D79JC6YP
0.729,0,4248.3,1.493,WX31D79JCDNX
0.691,0,4124.9,1.49,WX21D690LF10
0.658,0,4130.4,1.491,WX31D79JCRCS
0.747,0,4269.8,1.492,WX31D79JCNTR
0.743,0,4289.7,1.49,WX31D79JCLJZ
0.629,0,4057.3,1.493,WX21D690L0AR
1.05,0,4311.5,1.493,WX21D690LFFN
0.756,0,4288.3,1.494,WX21D690LZSF
2.032,0,12572.2,1.499,WX21D690LLLX
0.13,0,16302.8,0.163,WX21D690LCDL
0.705,0.004,4178.5,1.493,WX21D690LCLY
0.692,0.001,4150.4,1.493,WX21D690LXVU
4.006,0,0,0,WX21D690L6J6
0.751,0.004,4242.7,1.496,WX21D690L3RD
1.302,0.002,4070.2,1.498,WX21D690LARK
0.793,0.002,4333.6,1.491,WX21D690L05R
1.421,0.002,4352.6,1.493,WX31D79JCPND
0.676,0.003,4120.4,1.493,WX31D79JCLTS
0.778,0,4305.3,1.492,WX31D79JCYKJ
0.762,0,4281.3,1.493,WX21D690LY9U
0.938,0,4134.5,1.491,WX31D79JCDHP
0.663,-0.002,4116.1,1.495,WX31D79JC9NT
0.689,0,4089.6,1.493,WX31D79JC98N
0.6,0,4017.5,1.499,WX31D79JC74P
0.708,0,4198.3,1.49,WX31D79JC7R8
0.659,0.001,4119.2,1.496,WX21D690L930
0.688,0.002,4182.8,1.498,WX31D79JC0HH
0.681,0,4157.7,1.499,WX31D79JCS70
0.849,0,4022.2,1.499,WX31D79JCCE1
0.701,-0.001,4196.4,1.493,WX31D79JC174
0.642,0,4079.8,1.491,WX21D690LN0L
0.65,0,4033.6,1.496,WX31D79JCD0L
0.647,0,4053.3,1.496,WX31D79JCPPX
0.616,0,4007.9,1.493,WX11D695ZCC8
1.372,0,4272.3,1.498,WX11D695ZR3E
0.679,0,4187.1,1.494,WX11D695Z1SX
0.905,0,4157.6,1.492,WX31D79JC55N
0.703,0,4174.2,1.493,WX31D79JC77R
3.511,0,16296.1,0.249,WX31D79JCPP4
0.691,0,4191.1,1.496,WX31D79JCC8R
0.677,0,4157.8,1.496,WX21D690L3D6
0.579,0,3966.7,1.493,WX11D695Z23H
0.64,0,4078.5,1.496,WX21D690LZ5V
0.601,0.001,4008.5,1.493,WX11D695Z7YX
0.716,0.002,4230.8,1.488,WX11D695ZK20
0.597,0,3968.5,1.493,WX11D695Z6XY
0.73,0,4235.8,1.494,WX31D79JCJ4A
0.619,0.001,4056.8,1.496,WX31D79JC615
2.054,-0.001,9496.4,1.494,WX11D695Z32F
0.666,0.001,4089.5,1.493,WX11D695Z0YZ
0.59,0.002,4005.4,1.495,WX11D695ZEXE
0.639,0,4041.5,1.493,WX31D79JCHL5
0.64,0,4110,1.493,WX21D690LY9A
0.59,0,3977.8,1.493,WX11D695ZE67
0.788,0,4303.2,1.494,WX31D79JC44C
0.65,0.001,4093.1,1.492,WX31D79JC78K
0.732,0.001,4247.6,1.493,WX11D695ZYX9
1.041,0,4338.3,1.491,WX31D79JCNEE
0.624,0,4023.7,1.493,WX11D695Z7S4
0.753,0,4260.7,1.496,WX11D695Z6NS
0.669,0,4110.1,1.491,WX31D79JC9SC
0.596,0,3939.3,1.493,WX31D79JC0ZL
0.69,0,4174.8,1.493,WX21D690LUHR
0.746,0,4265.9,1.494,WX21D690LCDL
0.657,0.002,4094.5,1.495,WX21D690LLLX
0.657,0.001,4080.2,1.496,WX31D79JCPAF
0.63,0,4041,1.488,WX31D79JC874
0.61,0,4002.4,1.493,WX31D79JC9JF
0.708,0,4189.3,1.498,WX11D695ZAV3
0.796,0.002,4288.7,1.49,WX11D695ZFJJ
0.673,0,4114.9,1.496,WX21D690LS67
0.666,0.001,4081.3,1.491,WX11D695ZLK5
0.74,0,4265.1,1.494,WX31D79JCKUJ
0.622,0,3996.1,1.493,WX11D695ZA77
0.645,0,4085.3,1.493,WX21D690LL7Y
0.738,0,4249.4,1.494,WX21D690LXAH
0.671,0,4121.7,1.493,WX11D695Z32F
0.643,0,4076.6,1.495,WX31D79JCPP4
0.807,0,4348.2,1.493,WX21D690L4DH
0.637,0,4077.5,1.493,WX31D79JC9ZF
0.889,0,3994.7,1.493,WX21D690LX5J
0.954,0,4176.3,1.493,WX21D690LZKT
0.688,0,4158,1.49,WX21D690L1VT
0.8,0,4354.6,1.492,WX21D690L4RJ
0.656,0,4112.4,1.493,WX21D690LFNV
0.751,-0.005,4239.1,1.493,WX11D695ZVUV
0.791,0.001,4329.5,1.491,WX31D79JC151
0.58,0,3994.2,1.493,WX21D690LCFK
0.664,0,4111.8,1.495,WX31D79JC0FD
0.633,0,4067.8,1.494,WX21D690L7J4
0.763,0.002,4274.1,1.494,WX21D690L75R
0.633,-0.001,4097.6,1.49,WX11D695Z6CR
0.769,0,4301,1.492,WX31D79JC3XU
0.625,0,4052.5,1.498,WX31D79JC7RV
0.623,0,4062.1,1.495,WX21D690L92Y
0.738,0,4228.1,1.495,WX31D79JC8T8
0.603,0.002,4008.3,1.492,WX21D690L2V9
0.691,0,4183.6,1.493,WX21D690L816
0.707,0.001,4201.6,1.498,WX31D79JCK9U
0.656,0.002,4097.7,1.494,WX31D79JC0Y0
0.883,0,4035.6,1.493,WX21D690L6J6
0.713,0,4192.7,1.491,WX11D69LJET1
0.64,0,4090.2,1.496,WX21D690L012
0.695,0,4189.9,1.495,WX11D695ZNFH
0.787,-0.004,4288.6,1.496,WX31D79JC69L
0.671,0,4109.9,1.498,WX21D690L33V
0.66,0,4103,1.498,WX31D79JCJUK
0.664,0,4144,1.493,WX31D79JC73X
0.656,0,4102.1,1.495,WX21D690LX61
0.618,0.002,4018.8,1.492,WX31D79JCE6N
0.689,0,4169.6,1.496,WX31D79JCXKJ
0.649,0,4081.5,1.495,WX31D79JC3J4
0.596,0,3979.6,1.491,WX11D695ZJHS
0.886,0,4131.6,1.493,WX31D79JC52P
0.719,0.001,4204.3,1.495,WX31D79JC4NA
0.763,0,4300.5,1.494,WX31D79JCC53
0.793,-0.001,4364,1.495,WX21D690LV2S
0.868,0,4059.6,1.494,WX31D79JCRV3
0.723,0,4230.7,1.496,WX21D690L2H8
0.697,0.001,4179.3,1.494,WX21D690L1J8
0.72,0.003,4208,1.496,WX21D690LP7V
0.707,0.003,4146.3,1.488,WX31D79JCHAC
0.759,0.002,4287.1,1.494,WX31D79JC52E
0.693,0,4129.7,1.496,WX31D79JC4DF
0.649,0.002,4065.6,1.493,WX31D79JCJ1X
0.769,0.003,4281.1,1.492,WX11D695Z10C
0.668,0.002,4138.5,1.494,WX31D79JCSZ1
0.584,0.002,3993,1.493,WX21D690LTKK
0.673,0,4120.8,1.495,WX21D690LRZ5
0.634,0,4070.6,1.498,WX21D690LZXX
0.757,0,4273.8,1.496,WX31D79JC6FJ
0.65,0,4093.3,1.498,WX31D79JCJED
0.681,0,4133.3,1.496,WX11D695ZZV5
0.807,0,4347.3,1.494,WX21D690LR34
0.658,0.001,4081,1.495,WX21D690L61S
0.814,0,4011.2,1.495,WX31D79JCCZJ
0.676,0,4114.6,1.496,WX31D79JCS4U
0.778,0,4278.4,1.495,WX21D690LEUZ
0.661,0,4125.1,1.488,WX31D79JCKTU
0.665,0.001,4074.8,1.491,WX31D79JCJ16
0.741,0.003,4254.7,1.495,WX31D79JCDHD
0.642,0.003,4069.2,1.494,WX31D79JCTA1
0.674,0.002,4117.3,1.494,WX21D690LURJ
0.788,0.001,4302.9,1.495,WX21D690L63T
0.721,0,4206.3,1.492,WX21D690LC3C
0.661,0.001,4086.9,1.491,WX31D79JCC1N
0.769,0.001,4306.2,1.496,WX21D690LKNU
0.608,0,4029.6,1.493,WX21D690LNPH
0.634,0,4093.6,1.495,WX21D690L20V
0.699,0.001,4162.7,1.495,WX21D690LSCT
0.764,0.001,4311.3,1.494,WX21D690L8J2
0.616,0.001,4029.7,1.496,WX21D690LXEA
0.631,0.001,4029.8,1.489,WX21D690L0HL
0.639,0.002,4052.2,1.493,WX21D690L42X
0.79,0,4328.6,1.495,WX31D79JCYXS
0.671,0.002,4099.1,1.49,WX21D690LCXA
0.598,0,4031.7,1.49,WX31D79JCS21
0.741,0.001,4253,1.495,WX11D69LJ9J1
0.739,0,4236.5,1.496,WX11D69LJAU8
0.654,0.001,4072.9,1.494,WX31D79JCKEE
0.816,0,4356.5,1.49,WX31D79JCPAU
0.803,-0.001,4382.2,1.493,WX11D69LJ8AK
0.659,0.002,4072.1,1.494,WX21D690L4LY
0.625,0,4004.2,1.493,WX21D690L7SJ
0.691,0,4140.2,1.496,WX21D690L3YE
0.709,-0.005,4177.3,1.498,WX21D690LE2P
0.709,0,4188.5,1.493,WX21D690L55T
0.795,0.002,4316.9,1.498,WX21D690LNDK
0.912,0,4147.4,1.493,WX21D690L988
0.736,0,4232.1,1.494,WX21D690LEVJ
0.642,0,4065.5,1.498,WX21D690LFKX
0.686,0.001,4142.2,1.493,WX21D690L5P5
0.76,0.001,4303,1.493,WX21D690LE1N
0.685,0.001,4112.5,1.494,WX31D79JCF83
0.627,0.002,4077.6,1.493,WX21D690LK91
0.703,0.001,4216.1,1.495,WX21D690L985
0.64,0,4063.6,1.491,WX21D690L86P
0.677,0.002,4050.2,1.493,WX21D690LE43
0.976,0,4258.6,1.49,WX21D690LNFU
0.629,0,4056.1,1.493,WX21D690L5NR
0.685,0.002,4162.2,1.5,WX21D690LNE2
0.706,0.001,4188,1.493,WX21D690L2KR
0.656,0,4109.2,1.494,WX21D690LHN7
0.773,0,4276.4,1.494,WX21D690L68Z
0.716,0.001,4216,1.493,WX21D690LA55
0.685,0,4177.7,1.493,WX21D690LCRH
0.615,0.001,4034.8,1.498,WX21D690L8YJ
0.603,0.001,4003.7,1.496,WX21D690LNKK
0.776,-0.005,4291.9,1.495,WX21D690L99X
0.623,-0.001,4027.7,1.492,WX21D690LR4F
0.852,0,4321.2,1.491,WX21D690LFYU
0.76,0,4298.3,1.493,WX21D690L6E1
0.697,0,4172.7,1.496,WX21D690LVF4
1.416,0.002,4349.5,1.493,WX21D690L63Y
0.775,0.002,4335.7,1.498,WX21D690LAV4
0.808,0.002,4312.3,1.494,WX21D690LUT3
0.751,0.002,4294.7,1.493,WX21D690LEJ5
0.717,0.002,4206.3,1.49,WX21D690LED0
0.742,0.001,4270.4,1.494,WX21D690LSZH
0.7,0.001,4183.3,1.495,WX21D690L0NJ
0.654,0.001,4138,1.498,WX21D690LXYE
0.731,0.001,4220.3,1.494,WX21D690LZ27
0.684,0,4148.5,1.496,WX21D690LSUV
0.707,0,4185.9,1.498,WX21D690LS94
0.644,0,4046.9,1.494,WX21D690LFEK
0.608,0,4001.8,1.496,WX21D690L29R
0.645,0.002,4094,1.495,WX21D690LPUC
0.699,0.001,4190.2,1.496,WX21D690LN87
0.753,-0.004,4311.2,1.493,WX21D690LHNR
0.675,0.002,4082.2,1.491,WX31D79JCZE6
0.703,0.001,4160.3,1.498,WX31D79JCL6L
0.634,0,4024.2,1.496,WX31D79JCH18
0.679,0,4110.5,1.493,WX31D79JCH5X
0.711,0,4214.8,1.494,WX31D79JC92T
0.709,0.002,4201.9,1.493,WX31D79JCTDH
0.657,0.002,4074,1.493,WX31D79JC62A
0.661,-0.001,4104.7,1.498,WX31D79JC2R1
0.643,0.001,4087.2,1.495,WX31D79JC99D
0.73,0.002,4192.6,1.489,WX31D79JC9ZS
0.84,0.001,3994.2,1.493,WX31D79JC0HE
0.775,0,4285.8,1.495,WX31D79JC5PD
0.726,0.001,4233.9,1.498,WX31D79JCYN6
0.593,0.001,3995.8,1.498,WX21D690LTN9
0.643,-0.004,4066.2,1.495,WX31D79JC5NR
0.783,0.001,4302,1.498,WX31D79JCPUL
0.773,0.001,4310.6,1.495,WX31D79JCPSH
0.622,0.001,4010.6,1.494,WX31D79JCH1L
0.664,-0.002,4127.4,1.492,WX31D79JCCSV
0.702,0,4178,1.493,WX31D79JCDKT
0.664,0.001,4104.1,1.493,WX31D79JCU75
0.712,0.002,4175.3,1.493,WX31D79JCUXL
0.711,0.001,4178.3,1.494,WX31D79JCZ77
0.815,0.001,4371.1,1.493,WX31D79JC102
0.734,0.001,4265.3,1.492,WX31D79JC84X
0.625,0.001,4031,1.493,WX31D79JCVX2
0.748,0,4240,1.488,WX31D79JCH9E
0.715,0.001,4207.6,1.495,WX31D79JC8Z0
0.745,0.001,4273.5,1.496,WX21D690LLN3
0.673,0,4139.7,1.498,WX21D690LEU6
0.725,0,4219.7,1.496,WX21D690LAVX
0.709,0.001,4173.3,1.495,WX21D690LPJ3
0.617,0.002,4032.5,1.494,WX31D79JCEYP
0.645,0.002,4087.2,1.491,WX31D79JCY5V
0.61,0.001,4014.5,1.495,WX31D79JCY3L
0.628,0,4063.2,1.493,WX31D79JCD8H
0.64,0,4092.1,1.495,WX31D79JCYJ5
0.603,0,3982.4,1.492,WX31D79JCUD4
0.607,0,4034.4,1.496,WX31D79JCZDU
0.679,-0.002,4175.9,1.495,WX31D79JCRF9
0.656,0.001,4113.8,1.494,WX31D79JCL47
0.699,0,4205,1.496,WX31D79JC6YL
0.726,0.002,4191.3,1.496,WX31D79JCS2Y
0.681,0.001,4131.4,1.494,WX31D79JC0A9
0.678,0.001,4115.5,1.492,WX31D79JCF1K
0.722,0.001,4192.4,1.498,WX31D79JCFJT
0.815,0.001,4312.6,1.496,WX31D79JCUJN
0.653,0.001,4105.7,1.493,WX31D79JCLAY
0.71,-0.007,4215,1.494,WX31D79JCHAX
0.829,0,4363.8,1.491,WX31D79JC54E
0.622,0,4047.2,1.491,WX31D79JCNFJ
0.658,-0.002,4131.5,1.488,WX31D79JCYZR
0.646,0.001,4076.7,1.491,WX21D690L2N2
0.728,0,4248.3,1.498,WX31D79JC8C5
0.659,0,4124.2,1.498,WX31D79JCX0U
0.756,0.001,4250.6,1.494,WX31D79JCCS2
0.814,0.001,4331,1.491,WX31D79JCUD6
0.793,0.001,4299.8,1.494,WX31D79JCS35
0.643,0,4085.3,1.493,WX31D79JC6Y1
0.604,0.001,4013.1,1.495,WX31D79JCRRY
0.946,0.002,4157.1,1.492,WX31D79JC6JK
0.711,-0.002,4218.9,1.498,WX31D79JCDKA
0.805,0.001,4367.5,1.493,WX31D79JC6UY
0.727,0,4191.6,1.496,WX31D79JC0DD
0.646,0,4081.5,1.494,WX21D690L3PV
0.677,0,4120.2,1.493,WX31D79JC70Z
0.76,0.001,4282.4,1.492,WX31D79JCYES
0.629,0.001,4028.8,1.495,WX31D79JC58K
0.669,0.001,4099.6,1.492,WX31D79JC69U
0.683,0,4141.8,1.496,WX31D79JCZ12
0.661,0,4109.9,1.494,WX31D79JCFJU
0.675,0,4112.7,1.492,WX31D79JCN06
0.672,0,4137.5,1.493,WX31D79JCKFR
0.74,0.001,4245.5,1.498,WX31D79JCJ7H
0.615,0.001,4021.6,1.494,WX31D79JCDHE
0.661,-0.001,4152.8,1.498,WX21D690LP2Y
0.676,0,4124,1.493,WX21D690LJ3E
1.056,0.001,4117.6,1.498,WX21D690L4P3
0.64,-0.001,4066.4,1.494,WX21D690LPRC
0.613,0.004,4008.3,1.495,WX21D690LU3N
0.78,0.002,4330,1.489,WX21D690LJ4V
0.77,0.002,4353.5,1.494,WX21D690LAJZ
1.407,0.001,4311.5,1.493,WX21D690LXVZ
0.652,0.002,4078.6,1.488,WX21D690LA1E
0.757,-0.004,4255.3,1.495,WX21D690LJ30
0.697,-0.001,4203.9,1.491,WX31D79JC6ZN
0.655,0.002,4075.2,1.493,WX31D79JCDT1
0.78,0.001,4315,1.491,WX31D79JCF7K
0.762,0,4325.1,1.492,WX31D79JCSCU
0.719,0.001,4206.5,1.494,WX21D690LFY6
0.66,-0.003,4077.3,1.494,WX31D79JC3HC
0.679,0.001,4131.4,1.496,WX31D79JCE9U
0.593,0.002,3978.2,1.495,WX31D79JC1AS
0.618,0,4037,1.491,WX31D79JCA47
0.702,0.002,4190.2,1.493,WX21D690LEJY
0.667,0.001,4094.9,1.493,WX21D690L07D
0.704,0.002,4205.1,1.495,WX21D690LCPH
0.72,0.001,4230.6,1.493,WX21D690L0E3
0.686,0.001,4147.6,1.494,WX21D690LRCU
0.639,0.002,4077.3,1.489,WX21D690LU4X
0.599,0,4002,1.493,WX21D690LNPF
0.642,0,4066.4,1.493,WX21D690L5ZU
0.634,0.001,4041.5,1.494,WX21D690LF97
0.722,-0.004,4199.4,1.495,WX21D690L6RP
0.655,0.001,4090.5,1.493,WX21D690L9TC
0.772,0,4337,1.493,WX21D690L7DH
0.741,0.002,4280.7,1.496,WX21D690L9UA
0.656,0.001,4054,1.492,WX21D690LTZE
0.722,0,4195.4,1.495,WX21D690LR9T
0.901,0,4088,1.495,WX21D690L855
0.766,0,4282.6,1.498,WX21D690LX9H
0.678,0,4119.8,1.493,WX21D690L6A8
0.708,0,4180.7,1.493,WX21D690LK7D
0.696,0,4194.9,1.496,WX21D690LJS0
0.619,0.002,4067.1,1.493,WX21D690LT54
0.592,0,3950,1.498,WX21D690L1F0
0.758,0,4265.2,1.493,WX21D690LC2U
0.718,0,4200.9,1.495,WX21D690L475
0.682,0,4146.4,1.493,WX21D690LCTF
0.653,0,4094,1.492,WX21D690L92U
0.709,0,4159.8,1.492,WX21D690LY1S
0.645,0.001,4060.2,1.495,WX21D690LJJ1
0.677,0.001,4116,1.492,WX21D690LST2
0.822,0.001,4369.7,1.495,WX21D690LV0R
0.809,0.002,4324,1.493,WX21D690L2KA
0.661,0.001,4109.3,1.49,WX21D690LHAL
0.797,-0.005,4358.9,1.496,WX21D690L80E
0.598,0,4000.5,1.493,WX21D690L2EF
0.717,0,4182.7,1.494,WX21D690L36E
0.647,0,4073.6,1.495,WX21D690L20T
0.655,0,4103.5,1.498,WX21D690LZEX
1.401,0,4303,1.493,WX21D690L30P
0.603,0.002,3993.5,1.496,WX21D690LD3E
0.683,-0.001,4166.9,1.493,WX21D690L3J8
0.694,0.001,4134.3,1.493,WX21D690LY34
0.691,0.002,4104.1,1.491,WX21D690L5XJ
0.718,0.002,4230.7,1.493,WX21D690LN06
0.715,0.002,4189,1.493,WX31D79JCTXN
0.743,0.001,4234.1,1.493,WX31D79JCKPN
0.751,0.001,4298,1.498,WX31D79JCLY1
0.714,0.001,4213.6,1.492,WX31D79JCPA3
0.641,0.001,4103.8,1.489,WX31D79JCC9N
0.723,0,4197.6,1.495,WX31D79JCR33
0.662,0.001,4124.1,1.498,WX31D79JCF5E
0.693,0.002,4204.3,1.493,WX31D79JC6UZ
0.61,0.002,4054.8,1.498,WX31D79JC9NF
0.618,-0.005,4028.8,1.496,WX21D690LTZS
0.658,0.002,4110.1,1.494,WX21D690LXU0
0.644,0.001,4101.4,1.496,WX21D690LVUH
0.624,0,4009.2,1.492,WX21D690L9SE
0.635,-0.001,4093.2,1.493,WX21D690L7XK
0.885,0,4123,1.494,WX21D690L3AA
0.7,0,4191,1.494,WX21D690LLL3
0.776,0,4321.4,1.493,WX21D690L1FV
0.798,0,4331.1,1.496,WX21D690LZ0N
0.697,0,4164.8,1.494,WX21D690LR3U
0.713,0,4223,1.492,WX21D690L6UY
0.613,0,4038.3,1.495,WX21D690L5KT
0.706,0,4239.1,1.495,WX21D690L0VV
0.926,0,4231.3,1.494,WX21D690L593
0.762,0,4310.1,1.492,WX21D690LKX0
0.64,0,4084.7,1.495,WX21D690L75K
0.66,0.001,4088.7,1.494,WX21D690L1XJ
0.626,0.002,4022.6,1.494,WX21D690LRV5
1.656,-0.001,4656.5,1.492,WX21D690LPSZ
0.623,0.007,4030.2,1.493,WX21D690LFA9
0.684,-0.001,4171.2,1.493,WX21D690L0FR
0.746,0.001,4287.7,1.493,WX21D690LVPR
0.732,0.002,4250.1,1.495,WX21D690L4SJ
0.775,0.001,4319.5,1.493,WX21D690LUDK
0.683,0.002,4161.9,1.491,WX21D690LP9V
0.671,-0.002,4125.4,1.491,WX21D690LJ1Y
0.713,0,4194.4,1.498,WX31D79JCRK2
0.605,0,4018.7,1.493,WX21D690LYXY
0.78,0,4327.8,1.495,WX31D79JC5Z6
0.777,0,4264.1,1.495,WX31D79JC9Z3
0.668,0,4124.8,1.491,WX31D79JC41J
0.777,-0.006,4296.4,1.494,WX31D79JC3JT
0.648,0.001,4066.9,1.492,WX31D79JCXNS
0.666,0.002,4109.7,1.493,WX31D79JCKHL
0.623,-0.003,4013.1,1.493,WX21D690LT2R
0.642,-0.001,4032.4,1.488,WX31D79JCUEJ
0.761,0.001,4284.1,1.493,WX11D69LJ3X4
0.697,0.001,4137.8,1.493,WX31D79JCCJX
0.707,0.001,4193.4,1.496,WX21D690LRD9
0.919,0,4085.8,1.493,WX31D79JCDFZ
0.768,0,4327.8,1.495,WX21D690L6H6
0.754,0,4262.2,1.49,WX21D690L7DL
0.642,0.002,4079,1.493,WX31D79JCULR
0.753,0,4292,1.494,WX21D690LHP8
0.661,0,4133.3,1.493,WX21D690LS2C
0.638,0.001,4073.6,1.492,WX21D690LCXE
0.66,0,4082.3,1.494,WX31D79JCH1E
0.706,0,4173.7,1.492,WX31D79JC19K
0.68,0.001,4158.2,1.491,WX31D6923RZP
0.64,0.001,4060.2,1.492,WX21D690L5FH
0.785,0.001,4329.7,1.493,WX31D6923TV5
0.701,0.002,4149.9,1.495,WX31D6923A66
0.753,0.001,4253.7,1.491,WX31D6923720
0.67,0,4087.3,1.493,WX31D6923PCC
0.638,-0.001,4064.6,1.493,WX31D6923N3K
0.755,0.002,4273.3,1.495,WX11D69LJSD5
1.384,0.001,4299.8,1.498,WX31D69238FU
0.669,0.003,4136.4,1.491,WX31D6923NKF
0.75,0,4269.2,1.495,WX31D6923A31
0.665,0.002,4083.7,1.491,WX31D6923N4X
0.917,0,4165.5,1.493,WX31D6923KKN
0.632,0,4036.4,1.496,WX31D6923H6L
0.625,0,4034.9,1.491,WX31D6923RPC
0.964,0,4253.2,1.495,WX31D69233SR
0.682,0,4137.4,1.492,WX31D6923VZH
0.594,0.001,3990,1.494,WX31D6923US5
0.607,0,4068,1.495,WX31D691F00T
0.82,0,3996.7,1.498,WX31D6923HC9
0.72,0,4226.9,1.492,WX21D690L6TL
0.754,0.002,4283.8,1.496,WX21D690LENP
0.702,0.002,4180,1.494,WX21D690L11P
0.726,0.002,4242.5,1.494,WX31D691FD52
0.628,0.002,3979,1.493,WX31D691F9ZE
0.704,0.001,4206.1,1.491,WX31D691F82X
0.628,0,4066.8,1.496,WX31D691FVLE
0.701,0.002,4191.5,1.494,WX31D691F9V7
2.789,-0.003,16291.8,0.157,WX31D691F860
0.664,0,4063.9,1.494,WX31D691F3EV
0.596,-0.004,4015.1,1.495,WX31D6923AA3
0.625,0,4054.2,1.492,WX31D79JCYKA
0.622,0,4029.2,1.495,WX21D690L45U
0.761,0.001,4302.3,1.499,WX21D690L41T
0.596,0,3998.9,1.495,WX21D690L1TE
1.37,0,4313.8,1.493,WX31D6923UU5
0.694,0,4128.9,1.49,WX31D6923N54
0.636,0.001,4080.4,1.493,WX31D6923R13
0.603,0.002,3991.1,1.498,WX31D69233A1
0.733,0,4248.3,1.493,WX31D79JCVCL
0.613,0,4030,1.494,WX21D690LA37
0.709,0,4214.5,1.492,WX21D690LDAN
0.712,0,4211.6,1.491,WX21D690LSRA
0.727,0,4228.8,1.494,WX31D69239LD
0.636,0,4032.5,1.493,WX31D6923RF1
0.823,0.002,4021.2,1.493,WX31D6923S9D
0.596,-0.001,4006.5,1.493,WX31D69232T4
0.691,0,4212.8,1.498,WX11D69LJY0K
0.706,0,4199.5,1.493,WX31D69236FT
1.119,0,4279.3,1.496,WX31D692337X
0.593,0,3981.5,1.494,WX31D6923JTC
0.738,0.001,4241.1,1.496,WX31D6923LJV
0.785,-0.001,4316.4,1.498,WX31D69237LY
0.692,0.001,4182,1.492,WX31D6923463
0.612,0.001,4045.4,1.494,WX31D6923V7T
0.656,-0.007,4102.4,1.494,WX31D6923Y0K
0.72,-0.003,4180.9,1.494,WX31D6923123
0.629,0,4022.2,1.495,WX31D6923CF3
0.663,0,4057.6,1.49,WX31D6923J74
0.706,0.001,4174.5,1.493,WX31D6923CHX
0.713,-0.001,4177.3,1.493,WX31D6923HH8
0.675,-0.001,4095.5,1.489,WX31D692359J
0.62,-0.001,4028.3,1.493,WX31D6923N27
0.737,-0.003,4255.3,1.493,WX31D6923ET2
0.6,0,3967.1,1.494,WX31D6923XET
1.413,-0.001,4319.5,1.494,WX31D6923SS6
0.588,0,3981.5,1.493,WX31D6923DYS
0.719,0,4221.2,1.493,WX31D6923ACK
0.695,0.001,4162,1.494,WX31D6923NXJ
0.645,0.002,4056.6,1.492,WX31D6923278
0.627,0.001,4022.6,1.49,WX31D6923X9T
0.687,0,4140.9,1.498,WX31D6923DK8
0.815,0.002,4326.3,1.494,WX31D691FUA5
0.664,0.001,4101,1.498,WX31D69230AE
0.597,-0.005,3987.9,1.491,WX31D6923EV8
0.58,-0.001,3978.7,1.496,WX31D6923YRJ
0.631,-0.004,4017.2,1.493,WX31D6923L3T
0.763,-0.001,4285.9,1.494,WX31D69239HV
0.769,0,4285.1,1.493,WX31D691FN9C
0.725,0,4190.5,1.492,WX31D691F4TL
0.697,0.001,4125.9,1.493,WX31D691FRVK
0.651,0,4101.1,1.496,WX31D691FYUZ
0.597,0.001,4013.4,1.499,WX31D691FHH2
0.71,0.003,4213.3,1.499,WX31D6923PPR
0.771,0.002,4294.7,1.496,WX11D69LJT7H
0.677,0,4138.1,1.495,WX31D691FHZV
0.747,0.002,4216.2,1.491,WX31D69233SS
0.805,0.002,4256,1.495,WX31D691F61D
0.631,0,4062.3,1.493,WX31D691FVN6
