ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.642,0,4125.7,1.491,WX41D799HETN
0.624,0,4081,1.495,WX41D799HF6J
0.67,0,4174.6,1.494,WX41D799HHT3
0.917,0,4193.9,1.496,WX41D799HLU3
0.785,-0.001,4350,1.493,WX41D799H62Y
0.709,0,4245.6,1.493,WX41D799H0N9
0.677,0,4169.8,1.495,WX41D799HYND
0.683,0.001,4201.2,1.495,WX41D799H42T
0.767,0,4356.2,1.496,WX41D799HY36
0.635,0.001,4084.2,1.495,WX41D799H2T1
0.73,0.001,4245,1.495,WX41D799HX82
0.637,0.001,4097.5,1.495,WX41D799HLL5
0,0,0,0,WX41D799HJFL
0.696,-0.001,4270.9,1.493,WX41D799H2T4
0.765,0.001,4342.8,1.494,WX41D799HHVK
0.764,0.001,4298,1.498,WX41D799HXHA
0.775,0,4345.2,1.493,WX41D799HS59
0.67,0.001,4166.3,1.493,WX41D799HK50
0.685,-0.001,4179.5,1.499,WX41D799HSUN
0.729,0.001,4266.3,1.498,WX41D799HALE
0,0.002,0,0,WX41D799H5RT
0.601,0.001,4048.2,1.498,WX41D799HS3J
0.889,0,4025.2,1.495,WX41D799H4KD
0.628,0,4069.5,1.489,WX41D799H2X3
0.627,0,4073.8,1.493,WX41D799HJ6P
0.741,0.001,4296.8,1.493,WX41D799H1V6
0.653,0.001,4154.1,1.49,WX41D799H1L0
0.729,0,4271.5,1.498,WX41D799HD18
0.744,-0.001,4305.5,1.494,WX41D799H4EV
0.757,-0.001,4317.2,1.495,WX41D799HLCC
0.62,-0.001,4051.7,1.494,WX41D799HKK5
0.769,0,4327.3,1.496,WX41D799HC8T
0.991,0,4330.5,1.496,WX41D799H74R
0.745,0,4277.4,1.492,WX41D799HZFA
0.627,0,4055.7,1.493,WX41D799HZ3U
0.69,0.001,4202.3,1.494,WX41D799HJFJ
0.789,0,4359,1.493,WX41D799HKS9
0.716,0,4257.8,1.491,WX41D799HU7R
0.69,0,4198.9,1.495,WX41D799HLJ6
0.634,0.001,4112.3,1.493,WX41D799HDVT
0.721,0,4262.4,1.494,WX41D799HHNA
1.021,0,4331.5,1.496,WX41D799HX4E
0.7,-0.001,4188.9,1.492,WX41D799H6AY
0.648,0.001,4100.5,1.495,WX41D799HDVP
0.612,0,4020.5,1.494,WX41D799HTEC
0.737,0,4300.8,1.496,WX41D799H07D
0.669,0,4158.8,1.498,WX41D799HEUU
0.61,0.001,4041.2,1.496,WX41D799HSE6
0.706,0,4232.8,1.49,WX41D799H37K
0.617,0,4060.6,1.492,WX41D799H8EP
0.594,0,4006.3,1.496,WX41D799H8N1
0.643,0,4107.6,1.495,WX41D799HSFA
0.661,0.001,4128.8,1.496,WX41D799H93E
0.597,0,4012.7,1.496,WX41D799HYNK
0.69,0,4188,1.498,WX41D799HA08
0.651,0.001,4090.9,1.493,WX41D799HF36
0.744,-0.001,4295.6,1.494,WX41D799H7AE
0.609,0,4048.1,1.491,WX41D799H65N
0.653,0.001,4103.6,1.49,WX41D799HYTR
0.656,-0.002,4127.6,1.49,WX41D799HU4X
0.753,0,4318.2,1.493,WX41D799H36T
0.772,0,4304,1.494,WX41D799HVVA
0.747,-0.001,4349.1,1.499,WX41D799HAXR
0.657,0.001,4144.5,1.493,WX41D799HA5T
0.758,0.001,4322.5,1.493,WX41D799H0LY
0.633,0,4077.4,1.493,WX41D799H7H6
0.625,0,4085.9,1.499,WX41D799HTS6
0.761,0.002,4369.6,1.493,WX41D799HDN6
0.744,0.001,4297.9,1.498,WX41D799HJ1H
0.767,0.002,4319.2,1.5,WX41D799HCTF
0.628,0.002,4088.9,1.492,WX41D799HN0H
0.645,0,4105,1.49,WX41D799H3VH
0.667,0.001,4173.2,1.495,WX41D799HUS6
0.639,0,4121.6,1.495,WX41D799HDK8
0.664,0,4148.5,1.495,WX41D799HCCY
0.609,0,4058.3,1.495,WX41D799H4FY
0.669,-0.001,4187.2,1.494,WX41D799H3FZ
0.743,0.001,4280.5,1.495,WX41D799H2RU
0.73,0.001,4263.7,1.495,WX41D799H938
0.622,0.002,4087.1,1.494,WX41D799HCYP
0.623,0.001,4096.5,1.494,WX41D799HZE2
0.588,0,3988.4,1.496,WX41D799HYNZ
1.386,-0.001,4360.4,1.492,WX41D799HP3A
0.913,0.001,4152.2,1.493,WX41D799HDJJ
0.591,0,4047.7,1.496,WX41D799H5NP
0.759,-0.001,4326.1,1.49,WX41D799HC8N
0.678,0,4190,1.493,WX41D799HE4X
0.712,0,4244.1,1.498,WX41D799HJC0
0.602,0,4042,1.494,WX41D799HC0U
0.761,0,4300.4,1.496,WX41D799HN2T
0.741,0,4302,1.493,WX41D799HZET
0.663,0,4116.3,1.492,WX41D799H5N8
0.594,0,4011,1.496,WX41D799HJU0
0.687,0,4206.2,1.493,WX41D799HHZS
0.736,-0.001,4270.7,1.496,WX41D799H07F
0.596,0,4036.8,1.495,WX41D799HJ4S
0.704,-0.001,4206.3,1.49,WX41D799H64V
0.644,0.001,4109.6,1.491,WX41D799HFRN
0.651,-0.001,4099.4,1.493,WX41D799H1CT
0.618,0,4075.9,1.494,WX41D799H7U6
0.635,0,4081.3,1.494,WX41D799HXKD
0.682,0.001,4181.9,1.494,WX41D799HD6T
0.703,-0.001,4224.4,1.494,WX41D799H6VU
0.639,0.001,4112,1.491,WX41D799H0FH
0.741,0,4283.8,1.494,WX41D799H08C
0.654,0.001,4153.8,1.498,WX41D799HE78
0.722,0.001,4260.4,1.496,WX41D799HT5P
0.767,0.001,4335.1,1.494,WX41D799H9Y0
0.699,0.002,4214.5,1.491,WX41D799H4P3
0.626,-0.003,4092.3,1.498,WX41D799HP38
0.612,0,4069.6,1.492,WX41D799H97L
0.599,0,4006,1.494,WX41D799H37E
0.601,0,4038.5,1.494,WX41D799HKE8
0.649,0,4118,1.495,WX41D799H5N9
0.589,0,3984.4,1.493,WX41D799HU6Z
0.606,0,4074.7,1.496,WX41D799HUL4
0.629,0,4071.8,1.492,WX41D799H2HR
0.657,0,4144.6,1.494,WX41D799H28A
0.649,0.001,4117.5,1.495,WX41D799HJV3
0.658,0,4123.7,1.495,WX41D799H276
0.597,0,4041.7,1.495,WX41D799HAJR
0.637,0,4122.4,1.498,WX41D799H48R
0.745,0.001,4271.8,1.499,WX41D799HKVK
0.714,-0.001,4230.6,1.496,WX41D799HV1N
1.41,0,4376,1.493,WX41D799H266
0.673,0,4190.5,1.499,WX41D799HUVT
0.714,0,4248.8,1.493,WX41D799H8FD
0.74,0,4318.7,1.494,WX41D799HRVX
0.672,0.003,4198.2,1.493,WX41D799HPT8
0.733,0.001,4295.8,1.499,WX41D799HUJ5
0.637,0,4123.4,1.498,WX41D799HPZ4
0.628,0.001,4094.1,1.498,WX41D799HNDP
0,0.001,0,0,WX41D799HH9E
0.588,0,4014.7,1.495,WX41D799HRH0
0.674,0,4206.1,1.489,WX41D799H1HL
0.66,0,4121.2,1.495,WX41D799H581
0.595,0,4006.4,1.489,WX41D799HR2R
0.726,-0.001,4272.7,1.495,WX41D799HLS4
0.702,0,4243.9,1.5,WX41D799HC2J
0.775,0,4327.4,1.495,WX41D799H2U4
0.592,0,4024.3,1.494,WX41D799HHKS
0.705,-0.002,4210.4,1.495,WX41D799HHXT
0.64,0.001,4118.6,1.495,WX41D799H6HL
0.645,-0.004,4137.8,1.493,WX41D799H9R6
0.612,0.001,4039.6,1.495,WX41D799HZA5
0.687,0,4209.8,1.493,WX41D799HEC8
0.614,0,4097.4,1.493,WX41D799H733
0.714,0.001,4275.9,1.495,WX41D799HUS9
0.629,0,4083.1,1.498,WX41D799HJA3
0.583,0,4061.3,1.492,WX41D799HT7J
0.669,0,4162.8,1.494,WX41D799H2RD
0.622,0,4071.7,1.492,WX41D799HXVE
0.634,0,4094.8,1.493,WX41D799HY94
0.672,0,4169.9,1.492,WX41D799H8TY
0.681,0,4186.7,1.493,WX41D799HH2N
0.675,0.001,4154,1.489,WX41D799H5CA
0.768,0.001,4351.1,1.498,WX41D799HYA4
0.592,0.002,4012.5,1.496,WX41D799HD82
0.642,0,4117.8,1.491,WX41D799H1HJ
0.731,-0.003,4269.3,1.495,WX41D799H31Z
0.746,0,4284.1,1.495,WX41D799HX5T
0,0,0,0,WX41D799HECV
0.657,0,4159.9,1.494,WX41D799HTZN
0.686,-0.004,4194.6,1.492,WX41D799HHEX
0.657,0,4175,1.493,WX41D799H7KF
0.657,0.001,4155.6,1.498,WX41D799HK6X
0.7,0,4229.1,1.496,WX41D799HJVJ
0.634,0.001,4125.3,1.493,WX41D799HFDT
0.66,0,4123.7,1.493,WX41D799HNDJ
0.754,0.001,4315.3,1.495,WX41D799HCV0
0.752,0.001,4332.5,1.493,WX41D799HN4F
0.644,0.001,4131.2,1.496,WX41D799H61E
0.752,-0.001,4317.5,1.495,WX41D799H46L
0.616,-0.001,4056.3,1.498,WX41D799HUND
0.758,0.001,4339.8,1.495,WX41D799HND4
0.572,0.001,4006.2,1.493,WX41D799HH7N
0.708,0,4233.3,1.498,WX41D799HFRJ
0.755,0,4307.9,1.491,WX41D799H6P7
0.615,0,4071.2,1.496,WX41D799HLCH
0.782,0.001,4361.4,1.495,WX41D799HHEY
0.719,0.001,4258.5,1.489,WX41D799HF3L
0.712,0.001,4250.5,1.495,WX41D799HXVA
0.606,0.001,4027.7,1.495,WX41D799HAA5
0.745,0.001,4323.3,1.498,WX41D799H02Y
0.635,0.002,4132.7,1.494,WX41D799H7Y4
0.73,0,4285.3,1.494,WX41D799HY82
0.734,0,4316.1,1.498,WX41D799HE12
0.663,-0.001,4189.4,1.493,WX41D799HN8A
0.644,0.002,4136.6,1.496,WX41D799H2D4
0.618,-0.001,4069,1.495,WX41D799HCZ2
0.622,-0.002,4074.4,1.498,WX41D799HPFD
0.757,0.001,4310.7,1.493,WX41D799HJDL
0.77,0.001,4333.7,1.494,WX41D799HNUK
0.701,0,4229.4,1.494,WX41D799HAY1
0.639,0.001,4088.2,1.494,WX41D799H0F2
0.728,0,4247.7,1.488,WX41D799HYEN
0.744,0,4271.6,1.494,WX41D799HS5T
0.645,0,4120.1,1.495,WX41D799H4YS
0.907,0,4104.2,1.494,WX41D799HS3N
0.666,0,4165.3,1.493,WX41D799H121
0.64,0,4105.3,1.495,WX41D799H3L6
0.744,0,4320.4,1.494,WX41D799HRTP
0.654,0,4137.6,1.498,WX41D799HT0E
0.702,0,4229.5,1.496,WX41D799HFYA
0.703,0,4216.4,1.493,WX41D799HSR6
0.693,0,4206.4,1.493,WX41D799H62K
0.74,0,4285.4,1.494,WX41D799H16V
0.698,0,4190.3,1.492,WX41D799HSU1
0.646,0,4103.5,1.491,WX41D799H8CP
0.647,0,4076.1,1.489,WX41D799HAK2
0.988,0,4301.4,1.493,WX41D799HZ72
0.71,0,4205.1,1.494,WX41D799HHD7
0.642,0,4102.9,1.493,WX41D799HS6Y
0.914,0,4215.3,1.493,WX41D799HAU0
0.631,0,4065.6,1.494,WX41D799HNDX
0.759,0,4323.9,1.492,WX41D799HKCA
0.623,0,4068.7,1.494,WX41D799H2S9
0.658,0,4002.8,1.491,WX41D799H4A4
0.719,0,4267.2,1.492,WX41D799HAC4
0.712,0,4232.3,1.495,WX41D799H6Y4
0.627,0,4068.3,1.498,WX41D799HVYS
0.6,0.001,4032.1,1.494,WX41D799HRFX
0.713,0.001,4218.6,1.491,WX41D799HHFC
1.352,0.002,4299,1.494,WX41D799HV2A
0.659,0.002,4152.8,1.494,WX41D799H1ST
0.612,0.001,4045.3,1.491,WX41D799HC1S
0.717,0,4238.1,1.492,WX41D799HXLJ
0.592,0,4005.3,1.495,WX41D799H9L9
0.606,-0.001,4048.9,1.494,WX41D799HK6C
0.79,0.001,4358.6,1.495,WX41D799H4VZ
0.641,0.001,4108.5,1.494,WX41D799H46F
0.697,0.001,4190.9,1.492,WX41D799HJ1K
0.778,0.001,4329.1,1.496,WX41D799HE1Z
0.632,0,4075.4,1.498,WX41D799H5ZA
0.627,0,4082.9,1.494,WX41D799HCCR
0.754,0,4310.3,1.494,WX41D799H3KE
0.744,0,4282.6,1.493,WX41D799HZ2Z
0.733,0,4259.2,1.494,WX41D799HEXL
0.74,0.001,4279.1,1.493,WX41D799HUKR
0.74,0.001,4294.1,1.493,WX41D799HF11
0.595,0,4021.4,1.496,WX41D799HELJ
0.595,-0.001,4048,1.49,WX41D799H0VL
0.652,0,4091.3,1.493,WX41D799HL9J
0.723,0.001,4220,1.492,WX41D799H2KJ
0.598,-0.001,3999.8,1.491,WX41D799HLT7
0.761,0,4304.7,1.496,WX41D799HS04
0.729,0,4202.7,1.496,WX41D799HTY0
0.609,-0.001,4031.2,1.498,WX41D799H22Y
0.686,-0.001,4195.7,1.492,WX41D799HTT4
0.729,0.001,4301.2,1.493,WX41D799H6DD
0.621,0.001,4051.9,1.493,WX41D799H9A2
0.634,0.001,4081.8,1.496,WX41D799H5TC
0.763,0.001,4318.6,1.498,WX41D799HN5C
0.775,0.001,4320,1.498,WX41D799H8Y5
0.676,0,4156.4,1.512,WX41D799HKTZ
0.691,0,4227,1.49,WX41D799H900
0.609,0,4065.9,1.492,WX41D799H5R9
0.615,0,4043.9,1.494,WX41D799HH9P
0.655,0,4144.4,1.493,WX41D799HNSA
0.71,0,4255.6,1.498,WX41D799HVS7
0.748,0,4296.6,1.495,WX41D799H82E
0.623,0,4056.6,1.493,WX41D799HFNY
0.79,0,4354.3,1.495,WX41D799H8ZF
0.936,0.001,4166.5,1.496,WX41D799HXEH
0.839,-0.001,4065.1,1.493,WX41D799HYP9
0.792,-0.001,4372.7,1.491,WX41D799H6RL
0.707,0.001,4235.8,1.492,WX41D799HVCA
0.59,0,4037.4,1.498,WX41D799HPZN
0.742,0,4280.8,1.491,WX41D799HUES
0.774,0,4352,1.492,WX41D799HN1K
0.597,0.001,4002.4,1.498,WX41D799HCAT
0.693,0.001,4135.9,1.494,WX41D799HD0K
0.778,0.001,4342.8,1.496,WX41D799HTLX
0.731,0.001,4283.8,1.498,WX41D799HJN4
0.974,0,4289.8,1.493,WX41D799HZUU
0.836,0,4355.6,1.496,WX41D799HHC8
0.772,0,4326.3,1.493,WX41D799HRJ2
0.661,0,4123.2,1.495,WX41D799HZ0T
0.686,0,4173.4,1.492,WX41D799HL84
0.582,0,4008.1,1.495,WX41D799H4HV
0.743,-0.001,4311.4,1.494,WX41D799HUE2
0.703,0,4235.6,1.488,WX41D799H07V
0.728,0,4309.4,1.493,WX41D799H97T
0.683,0.001,4181.7,1.498,WX41D799HLYZ
0.699,-0.003,4210.5,1.496,WX41D799H9PF
0.698,0.001,4232.4,1.495,WX41D799HS73
0.864,0.001,4324.8,1.495,WX41D799H0VA
0.696,0.001,4249.4,1.496,WX41D799HSU0
0.637,0,4113.3,1.496,WX41D799H29V
0.631,0,4081.3,1.493,WX41D799HL7P
0.608,0,4058.5,1.494,WX41D799H58V
0.808,0,4373.5,1.495,WX41D799HNXP
0.649,0.001,4153,1.499,WX41D799HZYY
0.713,-0.001,4271.5,1.494,WX41D799HU6A
0.792,0.001,4365.7,1.498,WX41D799H92R
0.736,-0.001,4245,1.494,WX41D799HEJ9
0.992,-0.001,4345.1,1.494,WX41D799HJZC
0.627,-0.001,4060.7,1.491,WX41D799HCNC
0.794,0,4358.8,1.495,WX41D799H181
0.712,-0.001,4245.2,1.495,WX41D799HH5H
0.591,0,4009.3,1.495,WX41D799H1D7
0.633,0,4103.7,1.496,WX41D799HXJR
0.672,0,4153.5,1.492,WX41D799HHJZ
0.799,0,4388.4,1.498,WX41D799H9Y5
0.651,0,4166.3,1.494,WX41D799H6UR
0.783,0,4320.5,1.494,WX41D799HJE8
0.696,0.001,4228.3,1.496,WX41D799H6A2
0.646,0,4105.3,1.495,WX41D799H36X
0.649,0,4130.5,1.496,WX41D799HTKA
0.767,0.001,4335.3,1.493,WX41D799HSE0
0,0,0,0,WX41D799HLL5
0.694,0.002,4231.1,1.494,WX41D799HH3C
0.767,0.002,4303.9,1.495,WX41D799HVVU
0.671,0,4161.9,1.495,WX41D799HE1T
0.733,0,4282.5,1.49,WX41D799H0DH
0.653,0.001,4118,1.496,WX41D799HX4Y
0.655,0.001,4133.1,1.493,WX41D799H4TD
0.631,0,4069.9,1.499,WX41D799H3HA
1.387,0,4335.4,1.493,WX41D799H0NT
0.899,0,4141.7,1.495,WX41D799HJFP
0.782,0,4340.7,1.495,WX41D799HRC4
0.721,0,4247.4,1.498,WX41D799HA4X
0.843,0,4076.4,1.498,WX41D799H0NZ
0.712,0,4217.8,1.493,WX41D799HEUN
0.651,0,4139.5,1.49,WX41D799H88E
0.592,0,3998.2,1.494,WX41D799HL9J
0.72,0,4246.3,1.495,WX41D799H980
1.009,0,4322.6,1.498,WX41D799HF8K
0.753,0,4338.5,1.494,WX41D799HSP3
0.703,0,4206.4,1.491,WX41D799HPC8
0.684,0,4209.8,1.493,WX41D799HL6V
0.66,0,4171,1.496,WX41D799H75A
0.632,0,4114.8,1.493,WX41D799HA1L
0.749,0,4329.7,1.495,WX41D799HL8H
0.737,0,4278.7,1.494,WX41D799H92F
0.728,0,4248.3,1.488,WX41D799H3NJ
0.636,0,4097,1.496,WX41D799HHZ1
0.935,0.001,4215.3,1.493,WX41D799H4F3
0.769,0,4331.3,1.493,WX41D799HAKD
0.672,0,4182.9,1.492,WX41D799HK2Z
0.673,0,4132.9,1.493,WX41D799H9JV
0.753,0,4308.4,1.49,WX41D799H4A1
0.69,0.001,4180.9,1.498,WX41D799HXS3
0.696,0,4165,1.491,WX41D799H2DZ
0.779,0,4361.7,1.494,WX41D799HTX3
0.624,0.001,4054.4,1.496,WX41D799HDUU
0.771,0.001,4347.7,1.495,WX41D799HT0A
0.767,0,4360,1.492,WX41D799HZX4
0.741,0,4310.9,1.49,WX41D799HNCS
0.664,0,4155,1.493,WX41D799H90D
0.727,0,4271,1.491,WX41D799H9CC
0.731,0,4278.1,1.494,WX41D799HJAX
0.757,0,4339.7,1.493,WX41D799H0JK
0.775,0.001,4336.2,1.494,WX41D799HJV0
0.78,0.001,4375.3,1.491,WX41D799H5N7
0.613,0.001,4050.5,1.49,WX41D799HJV8
0.735,0,4301.5,1.489,WX41D799HP1L
0.614,0,4075.3,1.493,WX41D799H7SP
0.61,0,4062.9,1.493,WX41D799HPTZ
0.748,0.002,4320.6,1.495,WX41D799HPP1
0.656,0.001,4122.4,1.498,WX41D799H4F1
0.568,0.001,4016.8,1.495,WX41D799HRZH
0.619,-0.003,4076.8,1.495,WX41D799H3K8
0.634,0,4109.5,1.5,WX41D799H03J
0.667,0,4148.8,1.495,WX41D799HXA2
0.654,0,4168.7,1.495,WX41D799H0SU
0.628,0.001,4082.8,1.495,WX41D799H1SR
0.774,-0.002,4322.3,1.493,WX41D799H26D
0.709,0,4248.3,1.495,WX41D799H407
0.591,0,4017.9,1.488,WX41D799HVS5
0.645,0,4095.9,1.493,WX41D799HUXC
0.609,0.002,4065.3,1.493,WX41D799H2CR
0.638,0.001,4089.4,1.495,WX41D799H52K
0.759,-0.001,4310.6,1.498,WX41D799HXJ9
0.735,0,4244.3,1.495,WX41D799HHUA
0.614,0,4007,1.49,WX41D799HCVA
0.739,-0.001,4305.2,1.498,WX41D799HH01
0.688,-0.001,4169.7,1.49,WX41D799H65L
1.411,0,4366,1.493,WX41D799HXFA
0.72,0,4242.5,1.496,WX41D799H7T5
0.652,0.001,4114.9,1.493,WX41D799HF9C
0.782,0.001,4334.5,1.495,WX41D799H166
0.632,0,4094.6,1.495,WX41D799HTH3
0.667,0,4151.8,1.493,WX41D799H56H
0.596,0,4022.4,1.496,WX41D799HVDJ
0.73,-0.005,4269.6,1.493,WX41D799H5HH
0.724,0,4253.1,1.494,WX41D799HUN5
0.681,0,4176.1,1.496,WX41D799H48V
0.674,0.001,4156.2,1.496,WX41D799HT88
0.644,0,4083.8,1.494,WX41D799HHTT
0.634,0,4105.3,1.496,WX41D799HYCE
0.725,0.001,4203,1.5,WX41D799H7RJ
0.651,0,4092.1,1.489,WX41D799HA37
0.66,0,4154.5,1.491,WX41D799HACX
0.765,-0.002,4300,1.495,WX41D799H2CU
0.623,0.001,4062.1,1.494,WX41D799HECH
0.672,0.002,4142.5,1.492,WX41D799H54Z
1.403,0,4320,1.491,WX41D799H56Z
0.683,0,4187.1,1.495,WX41D799HJYS
0.63,0,4084.7,1.498,WX41D799HUEL
0.611,0,4057.5,1.496,WX41D799HJHY
0.641,0,4126.7,1.495,WX41D799HCEJ
0.67,0.001,4190.8,1.494,WX41D799HVS3
0.699,0.001,4239.2,1.495,WX41D799HTVS
0.696,0,4180.9,1.493,WX41D799HFHN
0.575,0.001,3999.7,1.494,WX41D799H377
0.675,-0.002,4158.2,1.494,WX41D799HHNU
0.741,0.001,4303.1,1.496,WX41D799HDLF
0.725,0.001,4298.9,1.499,WX41D799HE93
0.751,0.001,4310.1,1.493,WX41D799HAHH
0.624,0.001,4101.2,1.49,WX41D799HNRN
0.688,-0.004,4187.6,1.495,WX41D799H3US
0.613,0.001,4048.2,1.494,WX41D799HC8S
0.729,0.001,4276.2,1.499,WX41D799H8NP
0.753,0.001,4291.6,1.498,WX41D799H2CA
0.76,0.001,4303.7,1.494,WX41D799HA1V
0.716,0,4275.5,1.492,WX41D799H1DU
0.726,0,4270.5,1.496,WX41D799H06R
0.684,0.001,4191.7,1.494,WX41D799HPYT
0.623,0,4101.1,1.496,WX41D799H0U3
0.785,0,4374.9,1.494,WX41D799HFXH
0.643,0,4076.9,1.494,WX41D799HR05
0.704,0.002,4210.4,1.496,WX41D799HCFH
0.566,0,3999.2,1.493,WX41D799HV8V
0.615,0,4046,1.499,WX41D799HRH8
0.647,0,4137.1,1.494,WX41D799HJA6
0.635,0,4109.8,1.49,WX41D799HSPX
1.372,0,4317.1,1.494,WX41D799HADJ
0.867,0,4136.3,1.491,WX41D799HDJD
0.615,-0.002,4081.6,1.494,WX41D799H2ZK
0.665,0.001,4156.7,1.494,WX41D799HC9U
0.611,0,4031.3,1.496,WX41D799HDAP
0.749,0,4317.7,1.498,WX41D799H5KZ
0.725,0,4252.6,1.493,WX41D799HAD8
0.914,0,4138,1.492,WX41D799HE6S
0.609,0.001,4076.8,1.494,WX41D799H51E
0.774,-0.001,4315.3,1.492,WX41D799HFY7
0.608,-0.002,4044.5,1.494,WX41D799H2EK
0.689,-0.001,4201.8,1.498,WX41D799H494
0.642,0,4095,1.493,WX41D799HCFY
0.654,0,4130.3,1.493,WX41D799H1E0
0.635,0,4083.8,1.496,WX41D799HA0E
0.655,0,4152.4,1.494,WX41D799HPTD
0.742,0,4262.9,1.493,WX41D799HS58
0.763,0,4319.4,1.493,WX41D799HZVC
0.77,-0.001,4336,1.495,WX41D799H7P5
0.618,-0.001,4062.1,1.495,WX41D799H08V
0.889,0.002,4105.3,1.493,WX41D799HEZ7
0.619,0,4064.5,1.495,WX41D799H6AC
0.787,0,4309.2,1.494,WX41D799HP0H
0.751,0,4281.6,1.498,WX41D791HARU
0.767,0,4315.9,1.495,WX41D799HX1K
0.711,0,4202.9,1.489,WX41D799HL1X
0.612,0,4000.1,1.496,WX41D799HP9C
0.809,-0.002,4364.1,1.494,WX41D799H7XN
0.69,-0.001,4207,1.495,WX41D799HRV1
0.639,-0.006,4072.4,1.494,WX41D799H5VA
0.661,-0.001,4131.6,1.498,WX41D799H14T
0.796,-0.001,4348.3,1.498,WX41D799HH65
0.706,0,4194,1.495,WX41D799HL74
0.739,0,4236.9,1.498,WX31D6907XCY
0.729,-0.001,4235.1,1.492,WX31D6907ZCF
4.01,-0.001,0,0,WX31D6907XU1
0.699,0.004,4218.3,1.493,WX31D69079VL
0.752,0.001,4261.5,1.495,WX31D6907E6A
0.64,-0.001,4072,1.493,WX31D6907SHU
0.69,0,4162.9,1.496,WX41D799H9L5
0.679,0,4127.7,1.493,WX31D69076H7
0.748,-0.001,4249.7,1.499,WX31D6907NSP
0.656,0,4087.6,1.493,WX31D6907089
0.619,-0.001,3997.4,1.493,WX41D799HL99
1.004,0,4236.1,1.495,WX31D6907D8X
0.626,0,4044.1,1.493,WX41D799HNN0
0.776,0,4276.3,1.488,WX31D6907VDS
0.682,0,4151.8,1.495,WX31D6907UUZ
0.629,0,4033.2,1.496,WX41D799HFDF
0.627,0,4052.2,1.493,WX41D799HHJ1
0.608,0,4029.7,1.498,WX41D799HYXT
0.72,0,4215.9,1.493,WX41D799HP95
0.776,0,4316.9,1.495,WX41D799H5HD
0.691,-0.001,4165.5,1.494,WX41D799H484
0.701,0,4182,1.496,WX31D69076E7
0.86,0,16300.1,0.147,WX41D799HJST
0.742,0.001,4304.6,1.496,WX41D799HH86
0.741,0,4268.2,1.496,WX41D791HURH
0.921,0,4176.8,1.493,WX41D791HC1D
0.73,-0.001,4267.1,1.493,WX41D791HS4R
0.787,-0.001,4310.6,1.493,WX41D799HJP3
3.271,-0.001,16294.1,0.151,WX41D791H4F1
4.005,0.001,0,0,WX41D799HUKK
0.784,0.002,4319.6,1.492,WX41D799HUKK
0.643,0,4079,1.493,WX41D791H1UC
0.755,0,4313.3,1.495,WX41D791HV4N
0.634,0,4020.7,1.494,WX41D791HVF0
0.703,0,4158.5,1.495,WX41D799HK7R
0.646,0,4096.4,1.498,WX41D791HJ2A
0.658,-0.001,4082.2,1.495,WX41D791HDDL
0.711,-0.001,4212.6,1.495,WX41D791HJRN
0.719,-0.001,4259.5,1.499,WX41D791H56Z
0.627,0,4056,1.494,WX41D791HE59
0.64,-0.002,4095.2,1.491,WX41D791H025
0.702,-0.001,4203.5,1.495,WX41D791H48J
0.722,0,4204,1.498,WX41D791HCD8
0.644,0,4065,1.494,WX41D799HK0P
0.633,0,4053.7,1.495,WX41D791HEDH
0.694,0.001,4175.7,1.494,WX41D791H7XY
0.727,0,4178.8,1.493,WX41D799HKLF
0.765,-0.001,4297.3,1.494,WX41D791H827
0.703,-0.001,4176.1,1.499,WX41D791HKJZ
0.746,0,4259.1,1.493,WX41D799HPV9
0.754,0,4263.8,1.496,WX31D69077AX
0.765,0,4284.4,1.495,WX41D799HJCC
0.631,0,4061.1,1.494,WX41D799H3DU
0.754,0,4293.6,1.495,WX41D799HDXA
0.815,0,4310.6,1.488,WX41D799H4JX
0.775,0,4299.6,1.495,WX41D799HF8D
0.69,0.001,4140.4,1.494,WX41D799HY42
0.672,0,4108.4,1.496,WX41D799H9CA
0.722,0,4217.8,1.492,WX41D799HDH8
0.641,0,4049.8,1.494,WX41D799HAF8
0.611,0,4043.8,1.496,WX41D791H01V
0.676,0,4134.5,1.493,WX41D791H8E0
0.636,-0.001,4069.4,1.496,WX41D791HUL0
0.664,-0.001,4116.8,1.493,WX41D791H64R
0.745,-0.001,4258,1.496,WX11D69LJ1HK
0.751,-0.001,4247.8,1.494,WX41D791HYSE
0.783,0,4302.1,1.496,WX41D791H3D7
0.686,0.001,4148.5,1.495,WX41D799H5N1
0.727,0,4238.7,1.498,WX41D791H21U
4.001,0,0,0,WX41D791H6L3
0.73,0.003,4215.1,1.495,WX41D791H6VH
0.642,0,4034.2,1.489,WX31D6907FL0
0.62,0,4051.2,1.493,WX41D791H4E1
0.654,0,4080.5,1.494,WX31D6907C67
0.613,-0.006,4024,1.493,WX41D791HF73
0.761,0,4274.6,1.494,WX41D791H6TT
0.687,0.001,4122.1,1.493,WX41D791HZP3
0.67,0,4117,1.499,WX41D791HJNU
0.786,-0.005,4338.5,1.498,WX31D6907FXC
0.71,0,4206.7,1.491,WX41D791HKS3
0.646,-0.002,4061.2,1.494,WX41D791HNZ4
0.692,0,4175.8,1.493,WX31D6907CKU
0.628,-0.001,4042.6,1.496,WX41D791H0CD
0.656,-0.001,4112.3,1.498,WX41D791H6D7
0.994,0,4283.9,1.498,WX41D791HSU9
